address,Name,category,Comments,peripheral
0x4004a0a0,Interrupt Status Flag Register (PORTB_ISFR)32w1c0000_0000,SR,,PORTB
0x4004a0c0,Digital Filter Enable Register (PORTB_DFER)32R/W0000_0000,CR,,N/A
0x4004a0c4,Digital Filter Clock Register (PORTB_DFCR)32R/W0000_0000,CR,,#N/A
0x4004a0c8,Digital Filter Width Register (PORTB_DFWR)32R/W0000_0000,CR,,#N/A
0x4004b000,Pin Control Register n (PORTC_PCR0)32R/WSee sectio,CR,,PORTC
0x4004b004,Pin Control Register n (PORTC_PCR1)32R/WSee sectio,CR,,PORTC
0x4004b008,Pin Control Register n (PORTC_PCR2)32R/WSee sectio,CR,,PORTC
0x4004b00c,Pin Control Register n (PORTC_PCR3)32R/WSee sectio,CR,,PORTC
0x4004b010,Pin Control Register n (PORTC_PCR4)32R/WSee sectio,CR,,PORTC
0x4004b014,Pin Control Register n (PORTC_PCR5)32R/WSee sectio,CR,,PORTC
0x4004b018,Pin Control Register n (PORTC_PCR6)32R/WSee sectio,CR,,PORTC
0x4004b01c,Pin Control Register n (PORTC_PCR7)32R/WSee sectio,CR,,PORTC
0x4004b020,Pin Control Register n (PORTC_PCR8)32R/WSee sectio,CR,,PORTC
0x4004b024,Pin Control Register n (PORTC_PCR9)32R/WSee sectio,CR,,PORTC
0x4004b028,Pin Control Register n (PORTC_PCR10)32R/WSee sectio,CR,,PORTC
0x4004b02c,Pin Control Register n (PORTC_PCR11)32R/WSee sectio,CR,,PORTC
0x4004b030,Pin Control Register n (PORTC_PCR12)32R/WSee sectio,CR,,PORTC
0x4004b034,Pin Control Register n (PORTC_PCR13)32R/WSee sectio,CR,,PORTC
0x4004b038,Pin Control Register n (PORTC_PCR14)32R/WSee sectio,CR,,PORTC
0x4004b03c,Pin Control Register n (PORTC_PCR15)32R/WSee sectio,CR,,PORTC
0x4004b040,Pin Control Register n (PORTC_PCR16)32R/WSee sectio,CR,,PORTC
0x4004b044,Pin Control Register n (PORTC_PCR17)32R/WSee sectio,CR,,PORTC
0x4004b048,Pin Control Register n (PORTC_PCR18)32R/WSee sectio,CR,,PORTC
0x4004b04c,Pin Control Register n (PORTC_PCR19)32R/WSee sectio,CR,,PORTC
0x4004b050,Pin Control Register n (PORTC_PCR20)32R/WSee sectio,CR,,PORTC
0x4004b054,Pin Control Register n (PORTC_PCR21)32R/WSee sectio,CR,,PORTC
0x4004b058,Pin Control Register n (PORTC_PCR22)32R/WSee sectio,CR,,PORTC
0x4004b05c,Pin Control Register n (PORTC_PCR23)32R/WSee sectio,CR,,PORTC
0x4004b060,Pin Control Register n (PORTC_PCR24)32R/WSee sectio,CR,,PORTC
0x4004b064,Pin Control Register n (PORTC_PCR25)32R/WSee sectio,CR,,PORTC
0x4004b068,Pin Control Register n (PORTC_PCR26)32R/WSee sectio,CR,,PORTC
0x4004b06c,Pin Control Register n (PORTC_PCR27)32R/WSee sectio,CR,,PORTC
0x4004b070,Pin Control Register n (PORTC_PCR28)32R/WSee sectio,CR,,PORTC
0x4004b074,Pin Control Register n (PORTC_PCR29)32R/WSee sectio,CR,,PORTC
0x4004b078,Pin Control Register n (PORTC_PCR30)32R/WSee sectio,CR,,PORTC
0x4004b07c,Pin Control Register n (PORTC_PCR31)32R/WSee sectio,CR,,PORTC
0x4004b080,Global Pin Control Low Register (PORTC_GPCLR)32W(alwaysreads 0)0000_0000,CR,,PORTC
0x4004b084,Global Pin Control High Register (PORTC_GPCHR)32W(alwaysreads 0)0000_0000,CR,,PORTC
0x4004b0a0,Interrupt Status Flag Register (PORTC_ISFR)32w1c0000_0000,SR,,PORTC
0x4004b0c0,Digital Filter Enable Register (PORTC_DFER)32R/W0000_0000,CR,,#N/A
0x4004b0c4,Digital Filter Clock Register (PORTC_DFCR)32R/W0000_0000,CR,,#N/A
0x4004b0c8,Digital Filter Width Register (PORTC_DFWR)32R/W0000_0000,CR,,#N/A
0x4004c000,Pin Control Register n (PORTD_PCR0)32R/WSee sectio,CR,,PORTD
0x4004c004,Pin Control Register n (PORTD_PCR1)32R/WSee sectio,CR,,PORTD
0x4004c008,Pin Control Register n (PORTD_PCR2)32R/WSee sectio,CR,,PORTD
0x4004c00c,Pin Control Register n (PORTD_PCR3)32R/WSee sectio,CR,,PORTD
0x4004c010,Pin Control Register n (PORTD_PCR4)32R/WSee sectio,CR,,PORTD
0x4004c014,Pin Control Register n (PORTD_PCR5)32R/WSee sectio,CR,,PORTD
0x4004c018,Pin Control Register n (PORTD_PCR6)32R/WSee sectio,CR,,PORTD
0x4004c01c,Pin Control Register n (PORTD_PCR7)32R/WSee sectio,CR,,PORTD
0x4004c020,Pin Control Register n (PORTD_PCR8)32R/WSee sectio,CR,,PORTD
0x4004c024,Pin Control Register n (PORTD_PCR9)32R/WSee sectio,CR,,PORTD
0x4004c028,Pin Control Register n (PORTD_PCR10)32R/WSee sectio,CR,,PORTD
0x4004c02c,Pin Control Register n (PORTD_PCR11)32R/WSee sectio,CR,,PORTD
0x4004c030,Pin Control Register n (PORTD_PCR12)32R/WSee sectio,CR,,PORTD
0x4004c034,Pin Control Register n (PORTD_PCR13)32R/WSee sectio,CR,,PORTD
0x4004c038,Pin Control Register n (PORTD_PCR14)32R/WSee sectio,CR,,PORTD
0x4004c03c,Pin Control Register n (PORTD_PCR15)32R/WSee sectio,CR,,PORTD
0x4004c040,Pin Control Register n (PORTD_PCR16)32R/WSee sectio,CR,,PORTD
0x4004c044,Pin Control Register n (PORTD_PCR17)32R/WSee sectio,CR,,PORTD
0x4004c048,Pin Control Register n (PORTD_PCR18)32R/WSee sectio,CR,,PORTD
0x4004c04c,Pin Control Register n (PORTD_PCR19)32R/WSee sectio,CR,,PORTD
0x4004c050,Pin Control Register n (PORTD_PCR20)32R/WSee sectio,CR,,PORTD
0x4004c054,Pin Control Register n (PORTD_PCR21)32R/WSee sectio,CR,,PORTD
0x4004c058,Pin Control Register n (PORTD_PCR22)32R/WSee sectio,CR,,PORTD
0x4004c05c,Pin Control Register n (PORTD_PCR23)32R/WSee sectio,CR,,PORTD
0x4004c060,Pin Control Register n (PORTD_PCR24)32R/WSee sectio,CR,,PORTD
0x4004c064,Pin Control Register n (PORTD_PCR25)32R/WSee sectio,CR,,PORTD
0x4004c068,Pin Control Register n (PORTD_PCR26)32R/WSee sectio,CR,,PORTD
0x4004c06c,Pin Control Register n (PORTD_PCR27)32R/WSee sectio,CR,,PORTD
0x4004c070,Pin Control Register n (PORTD_PCR28)32R/WSee sectio,CR,,PORTD
0x4004c074,Pin Control Register n (PORTD_PCR29)32R/WSee sectio,CR,,PORTD
0x4004c078,Pin Control Register n (PORTD_PCR30)32R/WSee sectio,CR,,PORTD
0x4004c07c,Pin Control Register n (PORTD_PCR31)32R/WSee sectio,CR,,PORTD
0x4004c080,Global Pin Control Low Register (PORTD_GPCLR)32W(alwaysreads 0)0000_0000,CR,,PORTD
0x4004c084,Global Pin Control High Register (PORTD_GPCHR)32W(alwaysreads 0)0000_0000,CR,,PORTD
0x4004c0a0,Interrupt Status Flag Register (PORTD_ISFR)32w1c0000_0000,SR,,PORTD
0x4004c0c0,Digital Filter Enable Register (PORTD_DFER)32R/W0000_0000,CR,,PORTD
0x4004c0c4,Digital Filter Clock Register (PORTD_DFCR)32R/W0000_0000,CR,,PORTD
0x4004c0c8,Digital Filter Width Register (PORTD_DFWR)32R/W0000_0000,CR,,PORTD
0x4004d000,Pin Control Register n (PORTE_PCR0)32R/WSee sectio,CR,,PORTE
0x4004d004,Pin Control Register n (PORTE_PCR1)32R/WSee sectio,CR,,PORTE
0x4004d008,Pin Control Register n (PORTE_PCR2)32R/WSee sectio,CR,,PORTE
0x4004d00c,Pin Control Register n (PORTE_PCR3)32R/WSee sectio,CR,,PORTE
0x4004d010,Pin Control Register n (PORTE_PCR4)32R/WSee sectio,CR,,PORTE
0x4004d014,Pin Control Register n (PORTE_PCR5)32R/WSee sectio,CR,,PORTE
0x4004d018,Pin Control Register n (PORTE_PCR6)32R/WSee sectio,CR,,PORTE
0x4004d01c,Pin Control Register n (PORTE_PCR7)32R/WSee sectio,CR,,PORTE
0x4004d020,Pin Control Register n (PORTE_PCR8)32R/WSee sectio,CR,,PORTE
0x4004d024,Pin Control Register n (PORTE_PCR9)32R/WSee sectio,CR,,PORTE
0x4004d028,Pin Control Register n (PORTE_PCR10)32R/WSee sectio,CR,,PORTE
0x4004d02c,Pin Control Register n (PORTE_PCR11)32R/WSee sectio,CR,,PORTE
0x4004d030,Pin Control Register n (PORTE_PCR12)32R/WSee sectio,CR,,PORTE
0x4004d034,Pin Control Register n (PORTE_PCR13)32R/WSee sectio,CR,,PORTE
0x4004d038,Pin Control Register n (PORTE_PCR14)32R/WSee sectio,CR,,PORTE
0x4004d03c,Pin Control Register n (PORTE_PCR15)32R/WSee sectio,CR,,PORTE
0x4004d040,Pin Control Register n (PORTE_PCR16)32R/WSee sectio,CR,,PORTE
0x4004d044,Pin Control Register n (PORTE_PCR17)32R/WSee sectio,CR,,PORTE
0x4004d048,Pin Control Register n (PORTE_PCR18)32R/WSee sectio,CR,,PORTE
0x4004d04c,Pin Control Register n (PORTE_PCR19)32R/WSee sectio,CR,,PORTE
0x4004d050,Pin Control Register n (PORTE_PCR20)32R/WSee sectio,CR,,PORTE
0x4004d054,Pin Control Register n (PORTE_PCR21)32R/WSee sectio,CR,,PORTE
0x4004d058,Pin Control Register n (PORTE_PCR22)32R/WSee sectio,CR,,PORTE
0x4004d05c,Pin Control Register n (PORTE_PCR23)32R/WSee sectio,CR,,PORTE
0x4004d060,Pin Control Register n (PORTE_PCR24)32R/WSee sectio,CR,,PORTE
0x4004d064,Pin Control Register n (PORTE_PCR25)32R/WSee sectio,CR,,PORTE
0x4004d068,Pin Control Register n (PORTE_PCR26)32R/WSee sectio,CR,,PORTE
0x4004d06c,Pin Control Register n (PORTE_PCR27)32R/WSee sectio,CR,,PORTE
0x4004d070,Pin Control Register n (PORTE_PCR28)32R/WSee sectio,CR,,PORTE
0x4004d074,Pin Control Register n (PORTE_PCR29)32R/WSee sectio,CR,,PORTE
0x4004d078,Pin Control Register n (PORTE_PCR30)32R/WSee sectio,CR,,PORTE
0x4004d07c,Pin Control Register n (PORTE_PCR31)32R/WSee sectio,CR,,PORTE
0x4004d080,Global Pin Control Low Register (PORTE_GPCLR)32W(alwaysreads 0)0000_0000,CR,,PORTE
0x4004d084,Global Pin Control High Register (PORTE_GPCHR)32W(alwaysreads 0)0000_0000,CR,,PORTE
0x4004d0a0,Interrupt Status Flag Register (PORTE_ISFR)32w1c0000_0000,SR,,PORTE
0x4004d0c0,Digital Filter Enable Register (PORTE_DFER)32R/W0000_0000,CR,,#N/A
0x4004d0c4,Digital Filter Clock Register (PORTE_DFCR)32R/W0000_0000,CR,,#N/A
0x4004d0c8,Digital Filter Width Register (PORTE_DFWR)32R/W0000_0000,CR,,#N/A
0x40052000,Watchdog Status and Control Register High(WDOG_STCTRLH)16R/W01D3,SR,Hybrid,WDOG
0x40052002,Watchdog Status and Control Register Low(WDOG_STCTRLL)16R/W0001,SR,Hybrid,WDOG
0x40052004,Watchdog Time-out Value Register High (WDOG_TOVALH)16R/W004C,,,WDOG
0x40052006,Watchdog Time-out Value Register Low (WDOG_TOVALL)16R/W4B4C,,,WDOG
0x40052008,Watchdog Window Register High (WDOG_WINH)16R/W0000,,,WDOG
0x4005200a,Watchdog Window Register Low (WDOG_WINL)16R/W0010,,,WDOG
0x4005200c,Watchdog Refresh register (WDOG_REFRESH)16R/WB480,,,WDOG
0x4005200e,Watchdog Unlock register (WDOG_UNLOCK)16R/WD928,CR,,WDOG
0x40052010,Watchdog Timer Output Register High (WDOG_TMROUTH)16R/W0000,,,WDOG
0x40052012,Watchdog Timer Output Register Low (WDOG_TMROUTL)16R/W0000,,,WDOG
0x40052014,Watchdog Reset Count register (WDOG_RSTCNT)16R/W0000,SR,COUNTS EVENST OF WDT,WDOG
0x40052016,Watchdog Prescaler register (WDOG_PRESC)16R/W0400,,,WDOG
0x40064000,MCG Control 1 Register (MCG_C1)8R/W04,CR,,MCG
0x40064001,MCG Control 2 Register (MCG_C2)8R/W80,CR,,MCG
0x40064002,MCG Control 3 Register (MCG_C3)8R/WUndefined25.3.3/596,CR,,MCG
0x40064003,MCG Control 4 Register (MCG_C4)8R/WSee sectio,CR,,MCG
0x40064004,MCG Control 5 Register (MCG_C5)8R/W00,CR,,MCG
0x40064005,MCG Control 6 Register (MCG_C6)8R/W00,CR,,MCG
0x40064006,MCG Status Register (MCG_S)8R10h25.3.7/601,SR,,MCG
0x40064008,MCG Status and Control Register (MCG_SC)8R/W02,SR,Hybrid,MCG
0x4006400a,MCG Auto Trim Compare Value High Register(MCG_ATCVH)8R/W00,,,MCG
0x4006400b,MCG Auto Trim Compare Value Low Register(MCG_ATCVL)8R/W00,,,MCG
0x4006400c,MCG Control 7 Register (MCG_C7)8R/W00,CR,,MCG
0x4006400d,MCG Control 8 Register (MCG_C8)8R/W80,CR,,MCG
0x40064011,MCG Control 12 Register (MCG_C12)8R/W00,CR,,#N/A
0x40064012,MCG Status 2 Register (MCG_S2)8R/W00,SR,,#N/A
0x40064013,MCG Test 3 Register (MCG_T3)8R/W00,,,#N/A
0x40065000,OSC Control Register (OSC_CR)8R/W00,CR,,OSC
0x400ff000,Port Data Output Register (GPIOA_PDOR)32R/W0000_0000,DR,,GPIOA
0x400ff004,Port Set Output Register (GPIOA_PSOR)32W(alwaysreads 0)0000_0000,DR,,GPIOA
0x400ff008,Port Clear Output Register (GPIOA_PCOR)32W(alwaysreads 0)0000_0000,,,GPIOA
0x400ff00c,Port Toggle Output Register (GPIOA_PTOR)32W(alwaysreads 0)0000_0000,DR,,GPIOA
0x400ff010,Port Data Input Register (GPIOA_PDIR)32R0000_0000,DR,,GPIOA
0x400ff014,Port Data Direction Register (GPIOA_PDDR)32R/W0000_0000,CR,,GPIOA
0x400ff040,Port Data Output Register (GPIOB_PDOR)32R/W0000_0000,DR,,GPIOB
0x400ff044,Port Set Output Register (GPIOB_PSOR)32W(alwaysreads 0)0000_0000,DR,,GPIOB
0x400ff048,Port Clear Output Register (GPIOB_PCOR)32W(alwaysreads 0)0000_0000,DR,,GPIOB
0x400ff04c,Port Toggle Output Register (GPIOB_PTOR)32W(alwaysreads 0)0000_0000,DR,,GPIOB
0x400ff050,Port Data Input Register (GPIOB_PDIR)32R0000_0000,DR,,GPIOB
0x400ff054,Port Data Direction Register (GPIOB_PDDR)32R/W0000_0000,CR,,GPIOB
0x400ff080,Port Data Output Register (GPIOC_PDOR)32R/W0000_0000,DR,,GPIOC
0x400ff084,Port Set Output Register (GPIOC_PSOR)32W(alwaysreads 0)0000_0000,DR,,GPIOC
0x400ff088,Port Clear Output Register (GPIOC_PCOR)32W(alwaysreads 0)0000_0000,DR,,GPIOC
0x400ff08c,Port Toggle Output Register (GPIOC_PTOR)32W(alwaysreads 0)0000_0000,DR,,GPIOC
0x400ff090,Port Data Input Register (GPIOC_PDIR)32R0000_0000,DR,,GPIOC
0x400ff094,Port Data Direction Register (GPIOC_PDDR)32R/W0000_0000,CR,,GPIOC
0x400ff0c0,Port Data Output Register (GPIOD_PDOR)32R/W0000_0000,DR,,GPIOD
0x400ff0c4,Port Set Output Register (GPIOD_PSOR)32W(alwaysreads 0)0000_0000,DR,,GPIOD
0x400ff0c8,Port Clear Output Register (GPIOD_PCOR)32W(alwaysreads 0)0000_0000,DR,,GPIOD
0x400ff0cc,Port Toggle Output Register (GPIOD_PTOR)32W(alwaysreads 0)0000_0000,DR,,GPIOD
0x400ff0d0,Port Data Input Register (GPIOD_PDIR)32R0000_0000,DR,,GPIOD
0x400ff0d4,Port Data Direction Register (GPIOD_PDDR)32R/W0000_0000,CR,,GPIOD
0x400ff100,Port Data Output Register (GPIOE_PDOR)32R/W0000_0000,DR,,GPIOE
0x400ff104,Port Set Output Register (GPIOE_PSOR)32W(alwaysreads 0)0000_0000,DR,,GPIOE
0x400ff108,Port Clear Output Register (GPIOE_PCOR)32W(alwaysreads 0)0000_0000,DR,,GPIOE
0x400ff10c,Port Toggle Output Register (GPIOE_PTOR)32W(alwaysreads 0)0000_0000,DR,,GPIOE
0x400ff110,Port Data Input Register (GPIOE_PDIR)32R0000_0000,DR,,GPIOE
0x400ff114,Port Data Direction Register (GPIOE_PDDR)32R/W0000_0000,DR,,GPIOE
0x40066000,I2C Address Register 1 (I2C0_A1)8R/W00,CR,,I2C0
0x40066001,I2C Frequency Divider register (I2C0_F)8R/W00,CR,,I2C0
0x40066002,I2C Control Register 1 (I2C0_C1)8R/W00,CR,,I2C0
0x40066003,I2C Status register (I2C0_S)8R/W80,SR,,I2C0
0x40066004,I2C Data I/O register (I2C0_D)8R/W00,DR,,I2C0
0x40066005,I2C Control Register 2 (I2C0_C2)8R/W00,CR,,I2C0
0x40066006,I2C Programmable Input Glitch Filter Register (I2C0_FLT)8R/W00,CR,,I2C0
0x40066007,I2C Range Address register (I2C0_RA)8R/W00,CR,,I2C0
0x40066008,I2C SMBus Control and Status register (I2C0_SMB)8R/W00,SR,Hybrid,I2C0
0x40066009,I2C Address Register 2 (I2C0_A2)8R/WC2,CR,,I2C0
0x4006600a,I2C SCL Low Timeout Register High (I2C0_SLTH)8R/W00,CR,,I2C0
0x4006600b,I2C SCL Low Timeout Register Low (I2C0_SLTL)8R/W00,CR,,I2C0
0x40067000,I2C Address Register 1 (I2C1_A1)8R/W00,CR,,I2C1
0x40067001,I2C Frequency Divider register (I2C1_F)8R/W00,CR,,I2C1
0x40067002,I2C Control Register 1 (I2C1_C1)8R/W00,CR,,I2C1
0x40067003,I2C Status register (I2C1_S)8R/W80,SR,,I2C1
0x40067004,I2C Data I/O register (I2C1_D)8R/W00,DR,,I2C1
0x40067005,I2C Control Register 2 (I2C1_C2)8R/W00,CR,,I2C1
0x40067006,I2C Programmable Input Glitch Filter Register (I2C1_FLT)8R/W00,CR,,I2C1
0x40067007,I2C Range Address register (I2C1_RA)8R/W00,CR,,I2C1
0x40067008,I2C SMBus Control and Status register (I2C1_SMB)8R/W00,SR,Hybrid,I2C1
0x40067009,I2C Address Register 2 (I2C1_A2)8R/WC2,CR,,I2C1
0x4006700a,I2C SCL Low Timeout Register High (I2C1_SLTH)8R/W00,CR,,I2C1
0x4006700b,I2C SCL Low Timeout Register Low (I2C1_SLTL)8R/W00,CR,,I2C1
0x400e6000,I2C Address Register 1 (I2C2_A1)8R/W00,CR,,I2C2
0x400e6001,I2C Frequency Divider register (I2C2_F)8R/W00,CR,,I2C2
0x400e6002,I2C Control Register 1 (I2C2_C1)8R/W00,CR,,I2C2
0x400e6003,I2C Status register (I2C2_S)8R/W80,SR,,I2C2
0x400e6004,I2C Data I/O register (I2C2_D)8R/W00,DR,,I2C2
0x400e6005,I2C Control Register 2 (I2C2_C2)8R/W00,CR,,I2C2
0x400e6006,I2C Programmable Input Glitch Filter Register (I2C2_FLT)8R/W00,CR,,I2C2
0x400e6007,I2C Range Address register (I2C2_RA)8R/W00,CR,,I2C2
0x400e6008,I2C SMBus Control and Status register (I2C2_SMB)8R/W00,SR,Hybrid,I2C2
0x400e6009,I2C Address Register 2 (I2C2_A2)8R/WC2,CR,,I2C2
0x400e600a,I2C SCL Low Timeout Register High (I2C2_SLTH)8R/W00,CR,,I2C2
0x400e600b,I2C SCL Low Timeout Register Low (I2C2_SLTL)8R/W00,CR,,I2C2
0x400cc000,DAC Data Low Register (DAC0_DAT0L)8R/W00,DR,,DAC0
0x400cc001,DAC Data High Register (DAC0_DAT0H)8R/W00,DR,,DAC0
0x400cc002,DAC Data Low Register (DAC0_DAT1L)8R/W00,DR,,#N/A
0x400cc003,DAC Data High Register (DAC0_DAT1H)8R/W00,DR,,#N/A
0x400cc004,DAC Data Low Register (DAC0_DAT2L)8R/W00,DR,,#N/A
0x400cc005,DAC Data High Register (DAC0_DAT2H)8R/W00,DR,,#N/A
0x400cc006,DAC Data Low Register (DAC0_DAT3L)8R/W00,DR,,#N/A
0x400cc007,DAC Data High Register (DAC0_DAT3H)8R/W00,DR,,#N/A
0x400cc008,DAC Data Low Register (DAC0_DAT4L)8R/W00,DR,,#N/A
0x400cc009,DAC Data High Register (DAC0_DAT4H)8R/W00,DR,,#N/A
0x400cc00a,DAC Data Low Register (DAC0_DAT5L)8R/W00,DR,,#N/A
0x400cc00b,DAC Data High Register (DAC0_DAT5H)8R/W00,DR,,#N/A
0x400cc00c,DAC Data Low Register (DAC0_DAT6L)8R/W00,DR,,#N/A
0x400cc00d,DAC Data High Register (DAC0_DAT6H)8R/W00,DR,,#N/A
0x400cc00e,DAC Data Low Register (DAC0_DAT7L)8R/W00,DR,,#N/A
0x400cc00f,DAC Data High Register (DAC0_DAT7H)8R/W00,DR,,#N/A
0x400cc010,DAC Data Low Register (DAC0_DAT8L)8R/W00,DR,,#N/A
0x400cc011,DAC Data High Register (DAC0_DAT8H)8R/W00,DR,,#N/A
0x400cc012,DAC Data Low Register (DAC0_DAT9L)8R/W00,DR,,#N/A
0x400cc013,DAC Data High Register (DAC0_DAT9H)8R/W00,DR,,#N/A
0x400cc014,DAC Data Low Register (DAC0_DAT10L)8R/W00,DR,,#N/A
0x400cc015,DAC Data High Register (DAC0_DAT10H)8R/W00,DR,,#N/A
0x400cc016,DAC Data Low Register (DAC0_DAT11L)8R/W00,DR,,#N/A
0x400cc017,DAC Data High Register (DAC0_DAT11H)8R/W00,DR,,#N/A
0x400cc018,DAC Data Low Register (DAC0_DAT12L)8R/W00,DR,,#N/A
0x400cc019,DAC Data High Register (DAC0_DAT12H)8R/W00,DR,,#N/A
0x400cc01a,DAC Data Low Register (DAC0_DAT13L)8R/W00,DR,,#N/A
0x400cc01b,DAC Data High Register (DAC0_DAT13H)8R/W00,DR,,#N/A
0x400cc01c,DAC Data Low Register (DAC0_DAT14L)8R/W00,DR,,#N/A
0x400cc01d,DAC Data High Register (DAC0_DAT14H)8R/W00,DR,,#N/A
0x400cc01e,DAC Data Low Register (DAC0_DAT15L)8R/W00,DR,,#N/A
0x400cc01f,DAC Data High Register (DAC0_DAT15H)8R/W00,DR,,#N/A
0x400cc020,DAC Status Register (DAC0_SR)8R/W02,SR,,DAC0
0x400cc021,DAC Control Register (DAC0_C0)8R/W00,CR,,DAC0
0x400cc022,DAC Control Register 1 (DAC0_C1)8R/W00,CR,,DAC0
0x400cc023,DAC Control Register 2 (DAC0_C2)8R/W0F,CR,,DAC0
0x400cd000,DAC Data Low Register (DAC1_DAT0L)8R/W00,DR,,DAC1
0x400cd001,DAC Data High Register (DAC1_DAT0H)8R/W00,DR,,DAC1
0x400cd002,DAC Data Low Register (DAC1_DAT1L)8R/W00,DR,,#N/A
0x400cd003,DAC Data High Register (DAC1_DAT1H)8R/W00,DR,,#N/A
0x400cd004,DAC Data Low Register (DAC1_DAT2L)8R/W00,DR,,#N/A
0x400cd005,DAC Data High Register (DAC1_DAT2H)8R/W00,DR,,#N/A
0x400cd006,DAC Data Low Register (DAC1_DAT3L)8R/W00,DR,,#N/A
0x400cd007,DAC Data High Register (DAC1_DAT3H)8R/W00,DR,,#N/A
0x400cd008,DAC Data Low Register (DAC1_DAT4L)8R/W00,DR,,#N/A
0x400cd009,DAC Data High Register (DAC1_DAT4H)8R/W00,DR,,#N/A
0x400cd00a,DAC Data Low Register (DAC1_DAT5L)8R/W00,DR,,#N/A
0x400cd00b,DAC Data High Register (DAC1_DAT5H)8R/W00,DR,,#N/A
0x400cd00c,DAC Data Low Register (DAC1_DAT6L)8R/W00,DR,,#N/A
0x400cd00d,DAC Data High Register (DAC1_DAT6H)8R/W00,DR,,#N/A
0x400cd00e,DAC Data Low Register (DAC1_DAT7L)8R/W00,DR,,#N/A
0x400cd00f,DAC Data High Register (DAC1_DAT7H)8R/W00,DR,,#N/A
0x400cd010,DAC Data Low Register (DAC1_DAT8L)8R/W00,DR,,#N/A
0x400cd011,DAC Data High Register (DAC1_DAT8H)8R/W00,DR,,#N/A
0x400cd012,DAC Data Low Register (DAC1_DAT9L)8R/W00,DR,,#N/A
0x400cd013,DAC Data High Register (DAC1_DAT9H)8R/W00,DR,,#N/A
0x400cd014,DAC Data Low Register (DAC1_DAT10L)8R/W00,DR,,#N/A
0x400cd015,DAC Data High Register (DAC1_DAT10H)8R/W00,DR,,#N/A
0x400cd016,DAC Data Low Register (DAC1_DAT11L)8R/W00,DR,,#N/A
0x400cd017,DAC Data High Register (DAC1_DAT11H)8R/W00,DR,,#N/A
0x400cd018,DAC Data Low Register (DAC1_DAT12L)8R/W00,DR,,#N/A
0x400cd019,DAC Data High Register (DAC1_DAT12H)8R/W00,DR,,#N/A
0x400cd01a,DAC Data Low Register (DAC1_DAT13L)8R/W00,DR,,#N/A
0x400cd01b,DAC Data High Register (DAC1_DAT13H)8R/W00,DR,,#N/A
0x400cd01c,DAC Data Low Register (DAC1_DAT14L)8R/W00,DR,,#N/A
0x400cd01d,DAC Data High Register (DAC1_DAT14H)8R/W00,DR,,#N/A
0x400cd01e,DAC Data Low Register (DAC1_DAT15L)8R/W00,DR,,#N/A
0x400cd01f,DAC Data High Register (DAC1_DAT15H)8R/W00,DR,,#N/A
0x400cd020,DAC Status Register (DAC1_SR)8R/W02,SR,,DAC1
0x400cd021,DAC Control Register (DAC1_C0)8R/W00,CR,,DAC1
0x400cd022,DAC Control Register 1 (DAC1_C1)8R/W00,CR,,DAC1
0x400cd023,DAC Control Register 2 (DAC1_C2)8R/W0F,CR,,DAC1
0x4003b000,ADC Status and Control Registers 1 (ADC0_SC1A)32R/W0000_001F,SR,Hybrid,ADC0
0x4003b004,ADC Status and Control Registers 1 (ADC0_SC1B)32R/W0000_001F,SR,Hybrid,#N/A
0x4003b008,ADC Configuration Register 1 (ADC0_CFG1)32R/W0000_0000,CR,,ADC0
0x4003b00c,ADC Configuration Register 2 (ADC0_CFG2)32R/W0000_0000,CR,,ADC0
0x4003b010,ADC Data Result Register (ADC0_RA)32R0000_0000,DR,,ADC0
0x4003b014,ADC Data Result Register (ADC0_RB)32R0000_0000,DR,,#N/A
0x4003b018,Compare Value Registers (ADC0_CV1)32R/W0000_0000,,,ADC0
0x4003b01c,Compare Value Registers (ADC0_CV2)32R/W0000_0000,,,#N/A
0x4003b020,Status and Control Register 2 (ADC0_SC2)32R/W0000_0000,SR,Hybrid,ADC0
0x4003b024,Status and Control Register 3 (ADC0_SC3)32R/W0000_0000,SR,Hybrid,ADC0
0x4003b028,ADC Offset Correction Register (ADC0_OFS)32R/W0000_0004,,,ADC0
0x4003b02c,ADC Plus-Side Gain Register (ADC0_PG)32R/W0000_8200,CR,,ADC0
0x4003b030,ADC Minus-Side Gain Register (ADC0_MG)32R/W0000_8200,CR,,ADC0
0x4003b034,ADC Plus-Side General Calibration Value Register(ADC0_CLPD)32R/W0000_000A,CR,,ADC0
0x4003b038,ADC Plus-Side General Calibration Value Register(ADC0_CLPS)32R/W0000_0020,CR,,ADC0
0x4003b03c,ADC Plus-Side General Calibration Value Register(ADC0_CLP4)32R/W0000_0200,CR,,ADC0
0x4003b040,ADC Plus-Side General Calibration Value Register(ADC0_CLP3)32R/W0000_0100,CR,,ADC0
0x4003b044,ADC Plus-Side General Calibration Value Register(ADC0_CLP2)32R/W0000_0080,CR,,ADC0
0x4003b048,ADC Plus-Side General Calibration Value Register(ADC0_CLP1)32R/W0000_0040,CR,,ADC0
0x4003b04c,ADC Plus-Side General Calibration Value Register(ADC0_CLP0)32R/W0000_0020,CR,,ADC0
0x4003b054,ADC Minus-Side General Calibration Value Register(ADC0_CLMD)32R/W0000_000A,CR,,ADC0
0x4003b058,ADC Minus-Side General Calibration Value Register(ADC0_CLMS)32R/W0000_0020,CR,,ADC0
