address,Reg Name,category,Comments,peripheral
0x40015400,SPI control register 1 (SPI_CR1) (not used in I2S mode)  ,CR,,SPI6
0x40015404,SPI control register 2 (SPI_CR2) ,CR,,SPI6
0x40015408,SPI status register (SPI_SR)  ,SR,,SPI6
0x4001540c,SPI data register (SPI_DR)  ,DR,,SPI6
0x40015410,SPI CRC polynomial register (SPI_CRCPR) (not used in I2Smode) ,CR,,SPI6
0x40015414,SPI RX CRC register (SPI_RXCRCR) (not used in I2S mode)  ,DR,,SPI6
0x40015418,SPI TX CRC register (SPI_TXCRCR) (not used in I2S mode)   ,DR,,SPI6
0x4001541c,SPI_I2S configuration register (SPI_I2SCFGR) ,CR,,SPI6
0x40015420,SPI_I2S prescaler register (SPI_I2SPR)  ,CR,,SPI6
0x40012c00,SDIO power control register (SDIO_POWER) ,CR,,SDIO
0x40012c04,31.9.1SDI clock control register (SDIO_CLKCR)   ,CR,,SDIO
0x40012c08,31.9.2SDIO argument register (SDIO_ARG) ,CR,,SDIO
0x40012c0c,31.9.3SDIO command register (SDIO_CMD)  ,CR,,SDIO
0x40012c10,31.9.4SDIO command response register (SDIO_RESPCMD)   ,CR,,SDIO
0x40012c14,,,,SDIO
0x40012c18,,,,SDIO
0x40012c1c,,,,SDIO
0x40012c20,,,,SDIO
0x40012c24,31.9.6SDIO data timer register (SDIO_DTIMER)   ,DR,,SDIO
0x40012c28,31.9.7SDIO data length register (SDIO_DLEN)   ,DR,,SDIO
0x40012c2c,31.9.9SDIO data control register (SDIO_DCTRL)  ,CR,,SDIO
0x40012c30,31.9.10 SDIO data counter register (SDIO_DCOUNT) ,SR,,SDIO
0x40012c34,31.9.11 SDIO status register (SDIO_STA)  ,SR,,SDIO
0x40012c38,31.9.12 SDIO interrupt clear register (SDIO_ICR)  ,CR,,SDIO
0x40012c3c,31.9.13 SDIO mask register (SDIO_MASK)  ,CR,,SDIO
0x40012c48,31.9.14 SDIO FIFO counter register (SDIO_FIFOCNT)  ,SR,,SDIO
0x40012c80,31.9.14 SDIO FIFO counter register (SDIO_FIFOCNT)  ,SR,,SDIO
0x40012000,13.13.1 ADC status register (ADC_SR)  ,SR,,ADC1
0x40012004,13.13.2 ADC control register 1 (ADC_CR1)  ,CR,,ADC1
0x40012008,13.13.3 ADC control register 2 (ADC_CR2)  ,CR,,ADC1
0x4001200c,13.13.4 ADC sample time register 1 (ADC_SMPR1)  ,CR,,ADC1
0x40012010,13.13.5 ADC sample time register 2 (ADC_SMPR2)  ,CR,,ADC1
0x40012014,,,,ADC1
0x40012018,,,,ADC1
0x4001201c,,,,ADC1
0x40012020,,,,ADC1
0x40012024,13.13.6 ADC injected channel data offset register x (ADC_JOFRx) (x=1..4)  . . 42113.13.7 ADC watchdog higher threshold register (ADC_HTR) ,DR,,ADC1
0x40012028,13.13.8 ADC watchdog lower threshold register (ADC_LTR) ,CR,,ADC1
0x4001202c,13.13.9 ADC regular sequence register 1 (ADC_SQR1)  ,CR,,ADC1
0x40012030,13.13.10 ADC regular sequence register 2 (ADC_SQR2)  ,CR,,ADC1
0x40012034,13.13.11 ADC regular sequence register 3 (ADC_SQR3)  ,CR,,ADC1
0x40012038,13.13.12 ADC injected sequence register (ADC_JSQR)  ,CR,,ADC1
0x4001203c,,,,ADC1
0x40012040,,,,ADC1
0x40012044,,,,ADC1
0x40012048,,,,ADC1
0x4001204c,13.13.14 ADC regular data register (ADC_DR)  ,DR,,ADC1
0x40012100,13.13.1 ADC status register (ADC_SR)  ,SR,,ADC2
0x40012104,13.13.2 ADC control register 1 (ADC_CR1)  ,CR,,ADC2
0x40012108,13.13.3 ADC control register 2 (ADC_CR2)  ,CR,,ADC2
0x4001210c,13.13.4 ADC sample time register 1 (ADC_SMPR1)  ,CR,,ADC2
0x40012110,13.13.5 ADC sample time register 2 (ADC_SMPR2)  ,CR,,ADC2
0x40012114,,,,ADC2
0x40012118,,,,ADC2
0x4001211c,,,,ADC2
0x40012120,,,,ADC2
0x40012124,13.13.6 ADC injected channel data offset register x (ADC_JOFRx) (x=1..4)  . . 42113.13.7 ADC watchdog higher threshold register (ADC_HTR) ,DR,,ADC2
0x40012128,13.13.8 ADC watchdog lower threshold register (ADC_LTR) ,CR,,ADC2
0x4001212c,13.13.9 ADC regular sequence register 1 (ADC_SQR1)  ,CR,,ADC2
0x40012130,13.13.10 ADC regular sequence register 2 (ADC_SQR2)  ,CR,,ADC2
0x40012134,13.13.11 ADC regular sequence register 3 (ADC_SQR3)  ,CR,,ADC2
0x40012138,13.13.12 ADC injected sequence register (ADC_JSQR)  ,CR,,ADC2
0x4001213c,,,,ADC2
0x40012140,,,,ADC2
0x40012144,,,,ADC2
0x40012148,,,,ADC2
0x4001214c,13.13.14 ADC regular data register (ADC_DR)  ,DR,,ADC2
0x40012200,13.13.1 ADC status register (ADC_SR)  ,SR,,ADC3
0x40012204,13.13.2 ADC control register 1 (ADC_CR1)  ,CR,,ADC3
0x40012208,13.13.3 ADC control register 2 (ADC_CR2)  ,CR,,ADC3
0x4001220c,13.13.4 ADC sample time register 1 (ADC_SMPR1)  ,CR,,ADC3
0x40012210,13.13.5 ADC sample time register 2 (ADC_SMPR2)  ,CR,,ADC3
0x40012214,,,,ADC3
0x40012218,,,,ADC3
0x4001221c,,,,ADC3
0x40012220,,,,ADC3
0x40012224,13.13.6 ADC injected channel data offset register x (ADC_JOFRx) (x=1..4)  . . 42113.13.7 ADC watchdog higher threshold register (ADC_HTR) ,DR,,ADC3
0x40012228,13.13.8 ADC watchdog lower threshold register (ADC_LTR) ,CR,,ADC3
0x4001222c,13.13.9 ADC regular sequence register 1 (ADC_SQR1)  ,CR,,ADC3
0x40012230,13.13.10 ADC regular sequence register 2 (ADC_SQR2)  ,CR,,ADC3
0x40012234,13.13.11 ADC regular sequence register 3 (ADC_SQR3)  ,CR,,ADC3
0x40012238,13.13.12 ADC injected sequence register (ADC_JSQR)  ,CR,,ADC3
0x4001223c,,,,ADC3
0x40012240,,,,ADC3
0x40012244,,,,ADC3
0x40012248,,,,ADC3
0x4001224c,13.13.14 ADC regular data register (ADC_DR)  ,DR,,ADC3
0x40011400,Status register (USART_SR)  ,SR,,USART6
0x40011404,Data register (USART_DR)  ,DR,,USART6
0x40011408,Baud rate register (USART_BRR)  ,CR,,USART6
0x4001140c,Control register 1 (USART_CR1) ,CR,,USART6
0x40011410,Control register 2 (USART_CR2) ,CR,,USART6
0x40011414,Control register 3 (USART_CR3) ,CR,,USART6
0x40011418,3130.6.7 Guard time and prescaler register (USART_GTPR)  ,CR,,USART6
0x40011000,Status register (USART_SR)  ,SR,,USART1
0x40011004,Data register (USART_DR)  ,DR,,USART1
0x40011008,Baud rate register (USART_BRR)  ,CR,,USART1
0x4001100c,Control register 1 (USART_CR1) ,CR,,USART1
0x40011010,Control register 2 (USART_CR2) ,CR,,USART1
0x40011014,Control register 3 (USART_CR3) ,CR,,USART1
0x40011018,3130.6.7 Guard time and prescaler register (USART_GTPR)  ,CR,,USART1
0x40004400,Status register (USART_SR)  ,SR,,USART2
0x40004404,Data register (USART_DR)  ,DR,,USART2
0x40004408,Baud rate register (USART_BRR)  ,CR,,USART2
0x4000440c,Control register 1 (USART_CR1) ,CR,,USART2
0x40004410,Control register 2 (USART_CR2) ,CR,,USART2
0x40004414,Control register 3 (USART_CR3) ,CR,,USART2
0x40004418,3130.6.7 Guard time and prescaler register (USART_GTPR)  ,CR,,USART2
0x40004800,Status register (USART_SR)  ,SR,,USART3
0x40004804,Data register (USART_DR)  ,DR,,USART3
0x40004808,Baud rate register (USART_BRR)  ,CR,,USART3
0x4000480c,Control register 1 (USART_CR1) ,CR,,USART3
0x40004810,Control register 2 (USART_CR2) ,CR,,USART3
0x40004814,Control register 3 (USART_CR3) ,CR,,USART3
0x40004818,3130.6.7 Guard time and prescaler register (USART_GTPR)  ,CR,,USART3
0x40007800,,,,UART7
0x40007804,,,,UART7
0x40007808,,,,UART7
0x4000780c,,,,UART7
0x40007810,,,,UART7
0x40007814,,,,UART7
0x40007818,,,,UART7
0x40007c00,,,,UART8
0x40007c04,,,,UART8
0x40007c08,,,,UART8
0x40007c0c,,,,UART8
0x40007c10,,,,UART8
0x40007c14,,,,UART8
0x40007c18,,,,UART8
0x40007400,DAC control register (DAC_CR)   ,CR,,DAC
0x40007404,DAC software trigger register (DAC_SWTRIGR) ,CR,,DAC
0x40007408,DAC channel1 12-bit right-aligned data holding register(DAC_DHR12R1)   ,DR,,DAC
0x4000740c,DAC channel1 12-bit left aligned data holding register(DAC_DHR12L1)  ,DR,,DAC
0x40007410,DAC channel1 8-bit right aligned data holding register(DAC_DHR8R1)   ,DR,,DAC
0x40007414,DAC channel2 12-bit right aligned data holding register(DAC_DHR12R2)   ,DR,,DAC
0x40007418,DAC channel2 12-bit left aligned data holding register(DAC_DHR12L2)  ,DR,,DAC
0x4000741c,DAC channel2 8-bit right-aligned data holding register(DAC_DHR8R2)   ,DR,,DAC
0x40007420,Dual DAC 12-bit right-aligned data holding register(DAC_DHR12RD)  ,DR,,DAC
0x40007424,14.5.10 DUAL DAC 12-bit left aligned data holding register(DAC_DHR12LD)   ,DR,,DAC
0x40007428,14.5.11 DUAL DAC 8-bit right aligned data holding register(DAC_DHR8RD)  ,DR,,DAC
0x4000742c,14.5.12 DAC channel1 data output register (DAC_DOR1) ,DR,,DAC
0x40007430,14.5.13 DAC channel2 data output register (DAC_DOR2) ,DR,,DAC
0x40007434,14.5.14 DAC status register (DAC_SR)  ,SR,,DAC
0x40007000,PWR power control register (PWR_CR)for STM32F405xx/07xx and STM32F415xx/17xx  ,CR,,PWR
0x40007004,PWR power control/status register (PWR_CSR)for STM32F405xx/07xx and STM32F415xx/17xx  ,SR,HYBRID,PWR
0x40003000,Key register (IWDG_KR)  ,CR,,IWDG
0x40003004,21.4.2Prescaler register (IWDG_PR)   ,CR,,IWDG
0x40003008,Reload register (IWDG_RLR)   ,CR,,IWDG
0x4000300c,21.4.3Status register (IWDG_SR)  ,SR,,IWDG
0x40002c00,Control register (WWDG_CR)  ,CR,,WWDG
0x40002c04,22.6.1Configuration register (WWDG_CFR)  ,CR,,WWDG
0x40002c08,22.6.3Status register (WWDG_SR)  ,SR,,WWDG
0x40002800,RTC time register (RTC_TR)  ,DR,,RTC
0x40002804,26.6.1RTC date register (RTC_DR) ,CR,,RTC
0x40002808,26.6.2RTC control register (RTC_CR) ,CR,,RTC
0x4000280c,26.6.3RTC initialization and status register (RTC_ISR) ,SR,,RTC
0x40002810,26.6.4RTC prescaler register (RTC_PRER)   ,CR,,RTC
0x40002814,26.6.5RTC wakeup timer register (RTC_WUTR) ,CR,,RTC
0x40002818,26.6.6RTC calibration register (RTC_CALIBR)  ,CR,,RTC
0x4000281c,26.6.7RTC alarm A register (RTC_ALRMAR)  ,CR,,RTC
0x40002820,26.6.8RTC alarm B register (RTC_ALRMBR)  ,CR,,RTC
0x40002824,26.6.926.6.10 RTC write protection register (RTC_WPR)   ,CR,,RTC
0x40002828,26.6.11 RTC sub second register (RTC_SSR)  ,DR,,RTC
0x4000282c,26.6.12 RTC shift control register (RTC_SHIFTR)  ,CR,,RTC
0x40002830,26.6.13 RTC time stamp time register (RTC_TSTR)   ,DR,,RTC
0x40002834,26.6.14 RTC time stamp date register (RTC_TSDR)  ,DR,,RTC
0x40002838,26.6.15 RTC timestamp sub second register (RTC_TSSSR) ,DR,,RTC
0x4000283c,26.6.16 RTC calibration register (RTC_CALR) ,CR,,RTC
0x40002840,26.6.17 RTC tamper and alternate function configuration register(RTC_TAFCR)  ,CR,,RTC
0x40002844,26.6.18 RTC alarm A sub second register (RTC_ALRMASSR)  ,CR,,RTC
0x40002848,26.6.19 RTC alarm B sub second register (RTC_ALRMBSSR)  ,CR,,RTC
0x40002850,,,,RTC
0x40002854,,,,RTC
0x40002858,,,,RTC
0x4000285c,,,,RTC
0x40002860,,,,RTC
0x40002864,,,,RTC
0x40002868,,,,RTC
0x4000286c,,,,RTC
0x40002870,,,,RTC
0x40002874,,,,RTC
0x40002878,,,,RTC
0x4000287c,,,,RTC
0x40002880,,,,RTC
0x40002884,,,,RTC
0x40002888,,,,RTC
0x4000288c,,,,RTC
0x40002890,,,,RTC
0x40002894,,,,RTC
0x40002898,,,,RTC
0x4000289c,,,,RTC
0x40004c00,,,,UART4
0x40004c04,,,,UART4
0x40004c08,,,,UART4
0x40004c0c,,,,UART4
0x40004c10,,,,UART4
0x40004c14,,,,UART4
0x40005000,,,,UART5
0x40005004,,,,UART5
0x40005008,,,,UART5
0x4000500c,,,,UART5
0x40005010,,,,UART5
0x40005014,,,,UART5
0x40012300,ADC Common status register (ADC_CSR),SR,,C_ADC
0x40012304,ADC common control register (ADC_CCR),CR,,C_ADC
0x40012308,"ADC common regular data register for dual and triple modes
(ADC_CDR)",DR,,C_ADC
0x40010000,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM1
0x40010004,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM1
0x40010008,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM1
0x4001000c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM1
0x40010010,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM1
0x40010014,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM1
0x40010018,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM1
0x4001001c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM1
0x40010020,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM1
0x40010024,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM1
0x40010028,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM1
0x4001002c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM1
0x40010034,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM1
0x40010038,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM1
0x4001003c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM1
0x40010040,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM1
0x40010048,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM1
0x4001004c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM1
0x40010030,17.4.13 TIM1&TIM8 repetition counter register (TIMx_RCR)  ,CR,,TIM1
0x40010044,17.4.18 TIM1&TIM8 break and dead-time register (TIMx_BDTR)  ,CR,,TIM1
0x40010400,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM8
0x40010404,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM8
0x40010408,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM8
0x4001040c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM8
0x40010410,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM8
0x40010414,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM8
0x40010418,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM8
0x4001041c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM8
0x40010420,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM8
0x40010424,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM8
0x40010428,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM8
0x4001042c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM8
0x40010434,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM8
0x40010438,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM8
0x4001043c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM8
0x40010440,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM8
0x40010448,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM8
0x4001044c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM8
0x40010430,17.4.13 TIM1&TIM8 repetition counter register (TIMx_RCR)  ,CR,,TIM8
0x40010444,17.4.18 TIM1&TIM8 break and dead-time register (TIMx_BDTR)  ,CR,,TIM8
0x40000000,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM2
0x40000004,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM2
0x40000008,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM2
0x4000000c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM2
0x40000010,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM2
0x40000014,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM2
0x40000018,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM2
0x4000001c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM2
0x40000020,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM2
0x40000024,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM2
0x40000028,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM2
0x4000002c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM2
0x40000034,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM2
0x40000038,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM2
0x4000003c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM2
0x40000040,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM2
0x40000048,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM2
0x4000004c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM2
0x40000050,18.4.19 TIM2 option register (TIM2_OR)  ,CR,,TIM2
0x40000400,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM3
0x40000404,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM3
0x40000408,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM3
0x4000040c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM3
0x40000410,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM3
0x40000414,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM3
0x40000418,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM3
0x4000041c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM3
0x40000420,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM3
0x40000424,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM3
0x40000428,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM3
0x4000042c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM3
0x40000434,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM3
0x40000438,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM3
0x4000043c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM3
0x40000440,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM3
0x40000448,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM3
0x4000044c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM3
0x40000800,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM4
0x40000804,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM4
0x40000808,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM4
0x4000080c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM4
0x40000810,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM4
0x40000814,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM4
0x40000818,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM4
0x4000081c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM4
0x40000820,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM4
0x40000824,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM4
0x40000828,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM4
0x4000082c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM4
0x40000834,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM4
0x40000838,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM4
0x4000083c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM4
0x40000840,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM4
0x40000848,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM4
0x4000084c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM4
0x40000c00,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM5
0x40000c04,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM5
0x40000c08,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM5
0x40000c0c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM5
0x40000c10,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM5
0x40000c14,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM5
0x40000c18,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM5
0x40000c1c,17.4.7TIM1&TIM8 capture/compare mode register 2 (TIMx_CCMR2)  ,CR,,TIM5
0x40000c20,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM5
0x40000c24,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM5
0x40000c28,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM5
0x40000c2c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM5
0x40000c34,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM5
0x40000c38,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM5
0x40000c3c,17.4.16 TIM1&TIM8 capture/compare register 3 (TIMx_CCR3) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM5
0x40000c40,17.4.17 TIM1&TIM8 capture/compare register 4 (TIMx_CCR4) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM5
0x40000c48,17.4.19 TIM1&TIM8 DMA control register (TIMx_DCR)  ,CR,,TIM5
0x40000c4c,17.4.20 TIM1&TIM8 DMA address for full transfer (TIMx_DMAR)  ,CR,,TIM5
0x40000c50,18.4.20 TIM5 option register (TIM5_OR)  ,CR,,TIM5
0x40014000,TIM1&TIM8 control register 1 (TIMx_CR1)  ,CR,,TIM9
0x40014004,17.4.2TIM1&TIM8 control register 2 (TIMx_CR2)  ,CR,,TIM9
0x40014008,TIM1&TIM8 slave mode control register (TIMx_SMCR)  ,CR,,TIM9
0x4001400c,17.4.4TIM1&TIM8 DMA/interrupt enable register (TIMx_DIER)   ,CR,,TIM9
0x40014010,18TIM1&TIM8 status register (TIMx_SR)   ,SR,,TIM9
0x40014014,17.4.5TIM1&TIM8 event generation register (TIMx_EGR)   ,CR,,TIM9
0x40014018,17.4.6TIM1&TIM8 capture/compare mode register 1 (TIMx_CCMR1)  ,CR,,TIM9
0x40014020,17.4.9TIM1&TIM8 capture/compare enable register (TIMx_CCER)  ,CR,,TIM9
0x40014024,17.4.10 TIM1&TIM8 counter (TIMx_CNT)   ,DR,,TIM9
0x40014028,17.4.11 TIM1&TIM8 prescaler (TIMx_PSC)  ,CR,,TIM9
0x4001402c,17.4.12 TIM1&TIM8 auto-reload register (TIMx_ARR) ,CR,,TIM9
0x40014034,17.4.14 TIM1&TIM8 capture/compare register 1 (TIMx_CCR1) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM9
0x40014038,17.4.15 TIM1&TIM8 capture/compare register 2 (TIMx_CCR2) ,DR,"Hybrid, for capturing is read only DR, for comparison is CR",TIM9
0x40001800,,,,TIM12
0x40001804,,,,TIM12
0x40001808,,,,TIM12
0x4000180c,,,,TIM12
0x40001810,,,,TIM12
0x40001814,,,,TIM12
0x40001818,,,,TIM12
0x40001820,,,,TIM12
0x40001824,,,,TIM12
0x40001828,,,,TIM12
0x4000182c,,,,TIM12
0x40001834,,,,TIM12
0x40001838,,,,TIM12
0x40014400,,,,TIM10
0x4001440c,,,,TIM10
0x40014410,,,,TIM10
0x40014414,,,,TIM10
0x40014418,,,,TIM10
0x40014420,,,,TIM10
0x40014424,,,,TIM10
0x40014428,,,,TIM10
0x4001442c,,,,TIM10
0x40014434,,,,TIM10
0x40001c00,,,,TIM13
0x40001c0c,,,,TIM13
0x40001c10,,,,TIM13
0x40001c14,,,,TIM13
0x40001c18,,,,TIM13
0x40001c20,,,,TIM13
0x40001c24,,,,TIM13
0x40001c28,,,,TIM13
0x40001c2c,,,,TIM13
0x40001c34,,,,TIM13
0x40002000,,,,TIM14
0x4000200c,,,,TIM14
0x40002010,,,,TIM14
0x40002014,,,,TIM14
0x40002018,,,,TIM14
